AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,CODINFOR,P702,P703,P704,P705,P7061,P7062,P7063,P7064,P7065,P706A1,P706A2,P706A3,P706A4,P706A5,TICUEST01,TIPOCUESTIONARIO,TIPOENTREVISTA,FACTOR07,FACTOR_P,NCONGLOME,SUB_CONGLOME
2020,01,005009,098,11,010101,4,4,02,06,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,149.202744232277,186.594395685829,007076,00
2020,01,005015,007,11,010101,4,4,01,04,3,1,1,1,0,0,0,0,0,1,0,1,0,2,0,1,70.4925910642338,272.545637995675,007089,00
2020,01,005015,007,11,010101,4,4,01,04,4,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1,70.4925910642338,272.545637995675,007089,00
2020,01,005015,085,11,010101,4,4,02,04,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,70.4925910642338,272.545637995675,007089,00
2020,01,005032,014,11,010201,7,4,02,03,3,1,1,0,0,0,1,0, , , , , ,2,0,1,144.83636548425,313.805106113236,006624,00
2020,01,005049,009,11,010701,7,4,02,05,3,1,1,0,1,1,0,0, , , , , ,2,0,1,314.66997954332,836.272895724665,006719,00
2020,01,005049,019,11,010701,7,4,01,06,1,7,4,1,0,0,0,0,0,0,0,1,0,2,0,1,314.66997954332,836.272895724665,006719,00
2020,01,005049,024,11,010701,7,4,01,03,3,1,1,0,1,1,0,0, , , , , ,2,0,1,314.66997954332,836.272895724665,006719,00
2020,01,005049,035,11,010701,7,4,01,03,1,7,4,1,0,0,0,0,0,0,1,0,0,2,0,1,314.66997954332,836.272895724665,006719,00
2020,01,005062,019,11,010502,4,5,01,04,3,1,1,1,0,0,0,0,0,1,0,1,0,2,0,1,202.730718199665,253.536996724754,006942,00
2020,01,005062,034,11,010502,4,5,01,03,3,1,1,0,1,1,0,0, , , , , ,2,0,1,202.730718199665,253.536996724754,006942,00
2020,01,005062,034,11,010502,4,5,01,04,3,1,1,0,1,1,0,0, , , , , ,2,0,1,202.730718199665,253.536996724754,006942,00
2020,01,005062,067,11,010502,4,5,02,03,1,6,4,0,0,0,1,0, , , , , ,2,0,1,202.730718199665,253.536996724754,006942,00
2020,01,005062,067,11,010502,4,5,02,03,6,4,4,0,0,0,1,0, , , , , ,2,0,1,202.730718199665,253.536996724754,006942,00
2020,01,005062,078,11,010502,4,5,01,02,3,1,1,0,0,0,1,0, , , , , ,2,0,1,202.730718199665,253.536996724754,006942,00
2020,01,005062,078,11,010502,4,5,01,03,3,1,1,0,0,0,1,0, , , , , ,2,0,1,202.730718199665,253.536996724754,006942,00
2020,01,005062,093,11,010502,4,5,01,01,2,3,4,0,1,1,0,0, , , , , ,2,0,1,202.730718199665,253.536996724754,006942,00
2020,01,005063,050,11,010501,4,5,02,04,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,133.478153817609,166.929068321478,006973,00
2020,01,005063,050,11,010501,4,5,02,05,1,6,4,0,0,0,1,0, , , , , ,2,0,1,133.478153817609,166.929068321478,006973,00
2020,01,005063,088,11,010501,4,5,01,04,3,1,1,0,1,1,0,0, , , , , ,2,0,1,133.478153817609,166.929068321478,006973,00
2020,01,005091,050,11,010203,7,6,01,03,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,91.4589854914527,266.628869192945,006583,00
2020,01,005091,075,11,010203,7,6,02,05,1,7,4,1,0,0,0,0,0,0,1,0,0,2,0,1,91.4589854914527,266.628869192945,006583,00
2020,01,005091,075,11,010203,7,6,02,05,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,91.4589854914527,266.628869192945,006583,00
2020,01,005091,090,11,010203,7,6,02,01,2,3,1,0,0,0,1,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,006583,00
2020,01,005091,090,11,010203,7,6,02,02,2,3,1,0,1,0,0,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,006583,00
2020,01,005091,090,11,010203,7,6,02,03,2,3,1,0,0,0,1,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,006583,00
2020,01,005091,090,11,010203,7,6,02,04,2,3,1,0,0,0,1,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,006583,00
2020,01,005091,090,11,010203,7,6,02,05,2,3,1,0,0,0,1,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,006583,00
2020,01,005091,090,11,010203,7,6,02,05,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,91.4589854914527,266.628869192945,006583,00
2020,01,005091,129,11,010203,7,6,01,03,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,91.4589854914527,266.628869192945,006583,00
2020,01,005124,010,11,010306,4,7,01,03,3,1,1,1,0,0,0,0,0,1,0,1,0,2,0,1,68.08347059678,109.238356466799,006902,00
2020,01,005124,010,11,010306,4,7,01,05,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006902,00
2020,01,005124,013,11,010306,4,7,02,03,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006902,00
2020,01,005124,013,11,010306,4,7,02,04,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006902,00
2020,01,005124,013,11,010306,4,7,02,05,1,6,4,1,0,0,0,0,0,0,1,0,0,2,0,1,68.08347059678,109.238356466799,006902,00
2020,01,005124,101,11,010306,4,7,02,07,3,1,1,1,0,0,0,0,0,1,0,1,0,2,0,1,68.08347059678,109.238356466799,006902,00
2020,01,005124,104,11,010306,4,7,02,04,3,1,1,1,0,0,0,0,0,1,0,1,0,2,0,1,68.08347059678,109.238356466799,006902,00
2020,01,005127,036,11,010304,4,7,02,05,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,036,11,010304,4,7,02,05,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,037,11,010304,4,7,02,02,2,3,4,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,037,11,010304,4,7,02,03,2,3,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,037,11,010304,4,7,02,04,2,3,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,037,11,010304,4,7,02,04,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,037,11,010304,4,7,02,04,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,037,11,010304,4,7,02,05,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,037,11,010304,4,7,02,05,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,037,11,010304,4,7,02,06,1,6,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,079,11,010304,4,7,02,05,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,079,11,010304,4,7,02,05,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,079,11,010304,4,7,02,06,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,079,11,010304,4,7,02,06,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,080,11,010304,4,7,02,03,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,080,11,010304,4,7,02,03,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,080,11,010304,4,7,02,04,1,6,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,080,11,010304,4,7,02,04,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,080,11,010304,4,7,02,04,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,080,11,010304,4,7,02,05,1,6,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,080,11,010304,4,7,02,05,6,4,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,091,11,010304,4,7,02,04,1,6,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,096,11,010304,4,7,02,03,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005127,096,11,010304,4,7,02,03,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006917,00
2020,01,005134,001,11,010520,4,7,02,04,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005134,001,11,010520,4,7,02,04,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005134,001,11,010520,4,7,02,05,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005134,001,11,010520,4,7,02,05,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005134,002,11,010520,4,7,01,03,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005134,002,11,010520,4,7,01,03,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005134,003,11,010520,4,7,02,04,1,7,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005134,128,11,010520,4,7,02,04,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005134,128,11,010520,4,7,02,04,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005134,134,11,010520,4,7,01,03,3,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005134,134,11,010520,4,7,01,03,4,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005134,137,11,010520,4,7,02,06,3,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005134,137,11,010520,4,7,02,06,4,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,68.08347059678,109.238356466799,006967,00
2020,01,005137,009,11,010513,4,8,02,04,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006998,00
2020,01,005137,012,11,010513,4,8,02,04,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006998,00
2020,01,005137,012,11,010513,4,8,02,05,1,7,6,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006998,00
2020,01,005137,012,11,010513,4,8,02,05,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006998,00
2020,01,005137,054,11,010513,4,8,02,04,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006998,00
2020,01,005137,056,11,010513,4,8,02,04,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006998,00
2020,01,005137,058,11,010513,4,8,02,04,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006998,00
2020,01,005137,058,11,010513,4,8,02,05,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,006998,00
2020,01,005138,025,11,010513,4,7,01,03,3,1,1,1,0,0,0,0,0,1,0,1,0,2,0,1,68.08347059678,109.238356466799,007002,00
2020,01,005138,028,11,010513,4,7,02,05,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,68.08347059678,109.238356466799,007002,00
2020,01,005138,028,11,010513,4,7,02,07,1,7,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,007002,00
2020,01,005138,111,11,010513,4,7,01,04,3,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,68.08347059678,109.238356466799,007002,00
2020,01,005138,111,11,010513,4,7,01,05,3,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,68.08347059678,109.238356466799,007002,00
2020,01,005138,118,11,010513,4,7,02,03,3,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,68.08347059678,109.238356466799,007002,00
2020,01,005138,120,11,010513,4,7,01,05,3,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,68.08347059678,109.238356466799,007002,00
2020,01,005138,120,11,010513,4,7,01,06,3,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,68.08347059678,109.238356466799,007002,00
2020,01,005138,120,11,010513,4,7,01,07,3,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,68.08347059678,109.238356466799,007002,00
2020,01,005149,024,11,010114,4,7,02,05,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,007122,00
2020,01,005149,024,11,010114,4,7,02,05,4,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,007122,00
2020,01,005149,024,11,010114,4,7,02,06,1,2,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,007122,00
2020,01,005149,037,11,010114,4,7,01,02,3,1,1,1,0,0,0,0,0,1,0,1,0,2,0,1,68.08347059678,109.238356466799,007122,00
2020,01,005149,037,11,010114,4,7,01,02,4,1,1,1,0,0,0,0,0,1,0,1,0,2,0,1,68.08347059678,109.238356466799,007122,00
2020,01,005149,037,11,010114,4,7,01,03,1,7,3,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,007122,00
2020,01,005149,056,11,010114,4,7,02,01,1,7,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,007122,00
2020,01,005159,005,11,010103,4,7,01,03,1,7,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,007193,00
2020,01,005159,005,11,010103,4,7,01,03,3,1,1,0,1,1,0,0, , , , , ,2,0,1,68.08347059678,109.238356466799,007193,00
2020,01,005159,005,11,010103,4,7,01,04,1,7,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,007193,00
2020,01,005159,005,11,010103,4,7,01,04,6,4,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,007193,00
2020,01,005159,072,11,010103,4,7,02,04,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,68.08347059678,109.238356466799,007193,00
2020,01,005159,072,11,010103,4,7,02,06,1,7,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,007193,00
2020,01,005159,073,11,010103,4,7,02,03,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,68.08347059678,109.238356466799,007193,00
2020,01,005159,077,11,010103,4,7,01,04,1,7,4,0,0,0,1,0, , , , , ,2,0,1,68.08347059678,109.238356466799,007193,00
2020,01,005168,196,11,010605,7,8,01,03,3,1,1,0,1,1,0,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,007250,00
2020,01,005168,196,11,010605,7,8,01,03,4,1,1,0,1,1,0,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,007250,00
2020,01,005168,196,11,010605,7,8,01,04,1,2,4,0,0,0,1,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,007250,00
2020,01,005168,196,11,010605,7,8,01,04,6,4,4,0,0,0,1,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,007250,00
2020,01,005168,197,11,010605,7,8,01,07,3,1,1,0,1,1,0,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,007250,00
2020,01,005168,197,11,010605,7,8,01,07,4,1,1,0,1,1,0,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,007250,00
2020,01,005168,197,11,010605,7,8,01,08,3,1,1,0,1,1,0,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,007250,00
2020,01,005168,197,11,010605,7,8,01,08,4,1,1,0,1,1,0,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,007250,00
2020,01,005168,205,11,010605,7,8,01,05,3,1,1,0,1,1,0,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,007250,00
2020,01,005168,205,11,010605,7,8,01,05,4,1,1,0,1,1,0,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,007250,00
2020,01,005168,206,11,010605,7,8,02,04,1,2,4,0,0,0,1,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,007250,00
2020,01,005168,206,11,010605,7,8,02,04,6,4,4,0,0,0,1,0, , , , , ,2,0,1,91.4589854914527,266.628869192945,007250,00
2020,01,005170,045,11,021803,2,2,01,05,3,1,1,0,0,0,1,0, , , , , ,2,0,1,516.822677951889,1548.63656604099,012050,00
2020,01,005170,129,11,021803,2,2,02,03,3,1,1,0,0,0,1,0, , , , , ,2,0,1,516.822677951889,1548.63656604099,012050,00
2020,01,005173,018,11,021801,2,2,01,03,3,1,1,1,0,0,0,0,0,1,0,1,0,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,047,11,021801,2,2,02,03,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,047,11,021801,2,2,02,04,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,063,11,021801,2,2,01,05,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,063,11,021801,2,2,01,06,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,077,11,021801,2,2,01,05,1,7,1,1,0,0,0,0,0,1,0,0,0,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,077,11,021801,2,2,01,05,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,077,11,021801,2,2,01,06,1,7,1,1,0,0,0,0,0,1,0,0,0,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,077,11,021801,2,2,01,06,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,077,11,021801,2,2,01,07,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,077,11,021801,2,2,01,07,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,077,11,021801,2,2,01,08,1,7,1,1,0,0,0,0,0,1,0,0,0,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,077,11,021801,2,2,01,08,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,094,11,021801,2,2,02,06,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005173,094,11,021801,2,2,02,07,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012068,00
2020,01,005212,062,11,021809,2,2,02,03,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012536,00
2020,01,005212,075,11,021809,2,2,01,02,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012536,00
2020,01,005212,075,11,021809,2,2,01,03,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012536,00
2020,01,005212,113,11,021809,2,2,01,04,3,1,1,0,0,0,1,0, , , , , ,2,0,1,375.265275736874,739.310506701164,012536,00
2020,01,005218,068,11,021806,2,5,01,03,3,1,1,0,0,0,1,0, , , , , ,2,0,1,365.311542098788,719.700645611344,012639,00
2020,01,005218,068,11,021806,2,5,01,04,3,1,1,0,0,0,1,0, , , , , ,2,0,1,365.311542098788,719.700645611344,012639,00
2020,01,005218,082,11,021806,2,5,02,04,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,365.311542098788,719.700645611344,012639,00
2020,01,005218,082,11,021806,2,5,02,05,1,5,4,0,0,0,1,0, , , , , ,2,0,1,365.311542098788,719.700645611344,012639,00
2020,01,005218,099,11,021806,2,5,01,03,3,1,1,1,0,0,0,0,0,1,0,1,0,2,0,1,365.311542098788,719.700645611344,012639,00
2020,01,005224,164,11,020801,2,4,02,04,3,1,1,0,0,0,1,0, , , , , ,2,0,1,414.49374639081,826.315921619455,013122,00
2020,01,005242,073,11,021102,5,8,02,04,3,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,073,11,021102,5,8,02,04,4,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,074,11,021102,5,8,01,04,3,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,074,11,021102,5,8,01,04,4,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,074,11,021102,5,8,01,05,1,7,5,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,074,11,021102,5,8,01,05,3,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,074,11,021102,5,8,01,05,4,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,076,11,021102,5,8,02,06,1,7,5,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,076,11,021102,5,8,02,06,3,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,076,11,021102,5,8,02,06,4,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,01,2,3,4,1,0,0,0,0,1,0,0,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,02,2,3,4,1,0,0,0,0,1,0,0,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,03,2,3,4,1,0,0,0,0,1,0,1,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,04,2,3,4,1,0,0,0,0,1,0,1,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,05,2,3,4,1,0,0,0,0,1,0,1,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,06,2,3,4,1,0,0,0,0,1,0,1,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,06,3,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,06,4,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,07,2,3,4,1,0,0,0,0,1,0,1,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,07,3,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,07,4,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,08,2,3,4,1,0,0,0,0,1,0,1,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,08,3,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,08,4,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,09,2,3,4,1,0,0,0,0,1,0,1,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,09,3,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,09,4,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,10,1,7,5,1,0,0,0,0,0,0,1,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,10,2,3,4,1,0,0,0,0,1,0,1,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,10,3,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,10,4,1,1,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,11,1,7,5,1,0,0,0,0,0,0,1,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,153,11,021102,5,8,01,11,2,3,4,1,0,0,0,0,1,0,1,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,160,11,021102,5,8,01,01,2,3,1,1,0,0,0,0,1,0,0,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,162,11,021102,5,8,01,01,2,3,1,1,0,0,0,0,1,0,0,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,164,11,021102,5,8,01,01,1,7,5,0,0,0,1,0, , , , , ,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005242,164,11,021102,5,8,01,01,2,3,1,1,0,0,0,0,1,0,0,0,0,2,0,1,174.953924207184,393.981021766993,013178,00
2020,01,005244,129,11,020105,5,3,03,05,3,1,1,0,0,0,1,0, , , , , ,2,0,1,371.60876880815,655.506613404168,013224,00
2020,01,005244,129,11,020105,5,3,03,06,3,1,1,0,0,0,1,0, , , , , ,2,0,1,371.60876880815,655.506613404168,013224,00
2020,01,005269,028,11,021201,5,5,01,03,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,206.153976010005,625.874851580452,012843,00
2020,01,005269,028,11,021201,5,5,01,04,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,206.153976010005,625.874851580452,012843,00
2020,01,005269,028,11,021201,5,5,01,05,1,7,4,0,0,0,1,0, , , , , ,2,0,1,206.153976010005,625.874851580452,012843,00
2020,01,005269,028,11,021201,5,5,01,05,6,4,4,0,0,0,1,0, , , , , ,2,0,1,206.153976010005,625.874851580452,012843,00
2020,01,005269,048,11,021201,5,5,01,02,5,8,1,1,0,0,0,0,0,0,0,1,0,2,0,1,206.153976010005,625.874851580452,012843,00
2020,01,005269,113,11,021201,5,5,01,02,3,1,1,0,1,1,0,0, , , , , ,2,0,1,206.153976010005,625.874851580452,012843,00
2020,01,005269,113,11,021201,5,5,01,03,3,1,1,0,1,1,0,0, , , , , ,2,0,1,206.153976010005,625.874851580452,012843,00
2020,01,005283,017,11,021909,5,7,02,03,2,3,8,1,1,1,0,0,0,0,1,0,0,2,0,1,174.953924207184,393.981021766993,012779,00
2020,01,005283,017,11,021909,5,7,02,04,2,3,8,1,1,1,0,0,0,0,1,0,0,2,0,1,174.953924207184,393.981021766993,012779,00
